,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,2A,2B
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
,7,19,7,85,12,75,7,79,5,74,8,34,8,26,8,64,8,67,8,53,8,05,9,73,6,60,5,31,10,40,9,58,6,70,10,15,10,33,7,64,7,40,12,38,9,01,6,81,7,67,6,13,7,03,7,00,8,06,6,85,9,57,6,13,7,34,6,46,10,77,6,97,6,33,8,56,6,35,9,09,8,75,10,71,5,04,7,66,9,12,9,77,8,69,6,30,7,20,7,55,10,62,7,73,8,17,9,68,6,40,7,50,10,77,6,00,6,00,9,06,5,81,9,95,6,60,8,01,7,46,6,84,8,49,6,90,8,86,8,83,7,74,5,40,5,97,7,47,6,04,6,09,5,19,7,41,6,80,8,79,9,26,5,93,8,98,4,62,9,03,8,36,9,25,9,40,6,90,5,31,6,21,5,25,5,20,4,95,4,22,3,66
